,Name,Symbol,Sector,Market Cap Category,Market Capital,Close Price,Total Revenue,Promoters Holding,Return on Equity,Earnings Per Share,PE Ratio,PB Ratio,Dividend Yield,Debt to Equity,5 Year CAGR,Current Ratio,EBITDA,Net Profit Margin,Net Income,Revenue Growth
122,CG Power and Industrial Solutions Ltd,CGPOWER,Heavy Electrical Equipments,Large Cap,45820.53,300.75,6191.45,58.12,198.46,6.57,50.21,45.64,0.0,36.55,29.67,0.86,1218.17,14.74,912.54,20.77
123,Balkrishna Industries Ltd,BALKRISIND,Automobiles,Mid Cap,39723.78,2049.2,8733.04,58.29,22.2,74.25,27.67,5.73,1.36,36.47,14.09,1.2,2446.87,16.44,1435.38,46.64
124,Bharat Forge Ltd,BHARATFORG,Metals and Mining,Mid Cap,38797.5,825.05,10833.99,45.25,17.92,23.23,35.87,5.85,0.84,90.11,1.03,1.3,2271.22,9.98,1081.76,66.54
125,NHPC Ltd,NHPC,Renewable Energy,Mid Cap,40330.81,39.8,10213.67,70.95,9.57,3.51,11.45,1.07,4.51,69.07,7.44,1.34,4993.88,34.5,3523.57,-6.7
126,Solar Industries India Ltd,SOLARINDS,Chemicals,Mid Cap,34943.64,3801.85,3967.27,73.15,24.13,48.77,79.19,17.34,0.19,44.07,30.01,1.49,766.92,11.12,441.28,56.37
127,Astral Ltd,ASTRAL,Construction and Infrastructure,Mid Cap,38414.14,1921.2,4428.9,55.85,22.6,24.08,79.4,16.25,0.16,4.16,29.5,1.85,788.3,10.92,483.8,38.34
128,Tata Elxsi Ltd,TATAELXSI,Software and IT Services,Mid Cap,38303.44,6176.45,2515.33,43.92,37.23,88.26,69.69,23.93,0.69,8.65,42.68,4.13,811.29,21.85,549.66,34.8
129,LandT Technology Services Ltd,LTTS,Software and IT Services,Mid Cap,39055.69,3754.65,6722.1,73.85,24.99,90.89,40.81,9.35,0.95,11.42,21.61,3.14,1567.3,14.24,957.0,19.96
130,Polycab India Ltd,POLYCAB,Electrical Components and Equipments,Large Cap,45907.1,3069.2,12365.74,66.61,17.57,60.86,50.53,8.24,0.46,2.12,0.0,2.95,1424.62,7.35,908.57,38.07
131,Cummins India Ltd,CUMMINSIND,Machines,Mid Cap,44239.73,1599.75,6637.62,51.0,19.06,33.68,47.38,8.6,1.16,8.12,14.75,2.53,1354.76,14.07,933.74,39.83
132,Bandhan Bank Ltd,BANDHANBNK,Private Banks,Mid Cap,37741.88,233.45,16693.94,39.99,0.72,0.78,300.04,2.17,0.0,0.0,0.0,0.1,238.66,0.75,125.79,14.76
133,UCO Bank,UCOBANK,Public Banks,Mid Cap,31025.72,28.05,18082.15,95.39,4.2,0.88,32.16,1.32,0.0,0.0,1.8,0.12,1915.32,5.33,964.6,1.19
134,MRF Ltd,MRF,Automobiles,Mid Cap,36814.27,86363.15,19633.71,27.87,4.88,1577.95,55.01,2.62,0.17,23.01,3.51,1.46,2375.78,3.41,669.23,19.91
135,Power Finance Corporation Ltd,PFC,Finance,Mid Cap,39693.62,155.15,76344.92,55.99,15.74,53.08,2.83,0.41,7.98,686.03,8.65,1.3,23416.99,18.36,14014.79,6.47
136,Shriram Finance Ltd,SHRIRAMFIN,Finance,Mid Cap,45290.72,1216.9,19274.23,25.29,11.38,103.94,16.64,1.74,1.19,440.12,-1.38,9.73,3684.62,14.12,2721.1,10.54
137,Mphasis Ltd,MPHASIS,IT Services and Consulting,Mid Cap,38564.31,2079.2,12121.89,55.65,21.25,76.31,26.95,5.55,2.24,7.59,19.45,1.96,2278.05,11.8,1430.88,23.0
138,Honeywell Automation India Ltd,HONAUT,Construction and Infrastructure,Mid Cap,31299.39,35274.2,3030.66,75.0,12.52,383.57,92.29,11.03,0.25,1.96,15.58,3.23,518.79,11.19,339.13,-3.07
139,IDFC First Bank Ltd,IDFCFIRSTB,Private Banks,Mid Cap,34412.58,56.4,20345.28,36.38,0.68,0.22,260.11,1.63,0.0,0.0,1.7,0.15,557.37,0.65,132.3,11.91
140,Tata Communications Ltd,TATACOMM,Telecom,Mid Cap,34238.48,1198.4,17098.76,58.86,269.48,51.99,23.11,35.81,1.72,954.06,13.43,0.58,4564.77,8.67,1481.76,-1.44
141,Aditya Birla Capital Ltd,ABCAPITAL,Finance,Mid Cap,36815.42,154.55,22582.25,71.05,10.56,7.06,21.58,2.15,0.0,341.86,-1.04,0.08,2408.63,7.55,1705.97,15.56
142,Bank of India Ltd,BANKINDIA,Public Banks,Mid Cap,31043.48,80.3,46372.64,81.41,6.54,9.46,8.89,0.55,2.64,0.0,-6.63,0.15,6026.51,7.53,3492.57,-2.64
143,NMDC Ltd,NMDC,Metals and Mining,Mid Cap,33379.6,113.45,26600.25,60.79,28.9,22.58,3.56,0.95,12.94,9.97,-2.79,2.28,13300.36,35.26,9379.05,69.19
144,Alkem Laboratories Ltd,ALKEM,Pharmaceuticals,Mid Cap,37382.0,3159.2,10796.84,57.16,20.06,137.63,22.72,4.23,1.09,30.16,7.26,1.76,2200.61,15.24,1645.62,18.67
145,Indian Bank,INDIANB,Public Banks,Mid Cap,34187.36,292.2,46268.15,79.86,9.81,34.88,8.25,0.76,2.37,0.0,-1.63,0.13,5335.34,8.95,4141.81,2.32
146,Dalmia Bharat Ltd,DALBHARAT,Cement,Mid Cap,34604.19,1862.8,11477.0,55.86,8.0,61.1,30.25,2.2,0.49,20.15,0.0,1.57,2592.0,9.97,1144.0,11.52
147,One 97 Communications Ltd,PAYTM,Online Services,Mid Cap,38304.92,627.9,5262.4,0.0,-23.18,-67.5,-16.01,2.71,0.0,1.57,0.0,3.22,-2095.9,-45.47,-2392.9,65.09
148,Gujarat Fluorochemicals Ltd,FLUOROCHEM,Chemicals,Mid Cap,34526.4,3171.2,4114.14,63.81,20.42,71.66,43.86,8.16,0.13,36.78,0.0,1.28,1329.03,19.13,787.17,44.28
149,Steel Authority of India Ltd,SAIL,Metals and Mining,Mid Cap,35646.43,87.8,104753.51,65.0,24.58,29.64,2.91,0.66,10.14,31.88,1.65,0.74,22264.78,11.69,12243.47,48.02
150,Godrej Properties Ltd,GODREJPROP,Real Estate,Mid Cap,31281.58,1167.5,2585.69,58.48,4.15,12.68,88.77,3.61,0.0,59.91,8.43,1.88,705.24,13.63,352.37,93.96
151,Jubilant Foodworks Ltd,JUBLFOOD,Hospitality,Mid Cap,29066.09,441.35,4437.47,41.94,24.79,6.37,69.14,14.87,0.27,107.72,17.08,1.0,1132.4,9.47,420.38,31.09
152,Gujarat Gas Ltd,GUJGASLTD,Gas Distribution,Mid Cap,35190.5,509.35,16548.71,60.89,25.47,18.7,27.34,6.25,0.39,11.17,24.07,0.55,2181.75,7.78,1287.37,66.48
153,Lupin Ltd,LUPIN,Pharmaceuticals,Mid Cap,30014.72,662.85,16615.93,47.1,-11.72,-33.65,-19.64,2.46,0.61,34.02,-3.79,1.51,429.27,-9.2,-1528.04,8.6
154,Hindustan Petroleum Corp Ltd,HINDPETRO,Oil and Gas,Mid Cap,30931.45,218.9,353810.15,54.9,18.35,50.78,4.24,0.75,6.43,117.13,-10.29,0.7,14141.3,2.06,7294.23,49.9
155,Star Health and Allied Insurance Company Ltd,STARHEALTH,Insurance,Mid Cap,32794.97,563.5,10610.09,58.28,-25.65,-18.52,-31.51,7.1,0.0,15.58,0.0,0.15,-1353.34,-9.81,-1040.68,110.07
156,Vedant Fashions Ltd,MANYAVAR,Textiles,Mid Cap,29218.36,1187.25,1090.77,84.89,28.97,17.18,92.78,26.99,0.42,25.74,0.0,3.01,545.8,28.87,314.91,74.52
157,Petronet LNG Ltd,PETRONET,Oil and Gas,Mid Cap,33285.0,222.95,43564.95,50.0,26.99,22.92,9.68,2.44,5.18,25.16,-1.53,3.18,5645.07,7.89,3438.11,65.01
158,Oberoi Realty Ltd,OBEROIRLTY,Real Estate,Mid Cap,31702.48,890.6,2992.02,67.7,10.58,28.8,30.28,3.04,0.34,27.41,11.79,3.13,1479.38,35.0,1047.09,42.9
159,Biocon Ltd,BIOCON,Environmental Services,Mid Cap,26677.73,225.55,8396.7,60.64,7.21,5.4,41.14,2.82,0.23,54.35,-6.37,2.19,1864.9,7.72,648.4,13.31
160,General Insurance Corporation of India,GICRE,Insurance,Mid Cap,25087.92,145.5,49739.31,85.78,6.97,13.6,10.51,0.7,1.57,0.0,-16.86,0.51,3768.39,4.8,2386.27,2.36
161,Supreme Industries Ltd,SUPREMEIND,Plastic Products,Mid Cap,34324.57,2701.8,7997.16,48.85,27.62,76.24,35.44,8.93,0.89,1.19,17.79,2.47,1466.45,12.11,968.45,22.69
162,REC Ltd,RECLTD,Finance,Mid Cap,30479.57,118.15,39339.2,52.63,21.11,38.11,3.04,0.59,9.91,649.03,2.08,1.18,12448.77,25.51,10035.7,10.58
163,APL Apollo Tubes Ltd,APLAPOLLO,Construction and Infrastructure,Mid Cap,34548.49,1227.5,13103.82,31.15,25.94,22.29,61.99,14.02,0.25,23.59,42.81,1.28,985.76,4.25,557.29,53.52
164,UNO Minda Ltd,UNOMINDA,Automobiles,Mid Cap,28704.81,501.95,8375.94,70.07,11.25,6.38,80.68,7.62,0.15,25.07,20.89,1.26,948.33,4.25,355.8,30.42
165,Persistent Systems Ltd,PERSISTENT,IT Services and Consulting,Mid Cap,36303.68,4866.15,5854.71,31.26,22.4,90.33,52.58,10.78,0.65,17.17,42.27,1.99,1102.13,11.79,690.39,36.29
166,Federal Bank Ltd,FEDERALBNK,Private Banks,Mid Cap,28214.1,134.2,16502.46,0.0,10.86,9.61,14.32,1.44,1.34,0.0,7.38,0.12,2785.17,11.94,1969.78,1.33
167,Linde India Ltd,LINDEINDIA,Chemicals,Mid Cap,31834.89,3715.3,2595.67,75.0,20.5,51.45,72.55,11.73,0.0,0.89,49.28,2.13,668.85,16.91,438.8,6.05
168,Mahindra and Mahindra Financial Services Ltd,MandMFIN,Finance,Mid Cap,31151.41,253.95,11466.1,52.16,6.91,9.22,27.4,1.83,1.42,364.63,-0.51,1.17,1701.41,9.92,1136.87,-7.82
169,Indraprastha Gas Ltd,IGL,Gas Distribution,Mid Cap,30191.03,430.4,8112.32,45.0,21.58,21.46,20.1,3.98,1.28,1.42,7.05,1.21,2295.02,18.52,1502.27,56.56
170,Escorts Ltd,ESCORTS,Automobiles,Mid Cap,26118.19,2005.65,7456.45,72.9,11.67,55.21,35.46,3.44,0.35,0.68,17.78,5.02,1139.86,9.88,736.47,3.93
171,Central Bank of India Ltd,CENTRALBK,Public Banks,Mid Cap,22657.25,27.3,25889.28,93.08,3.97,1.48,21.06,0.82,0.0,0.0,-15.88,0.15,2051.84,4.16,1075.79,0.25
172,Bharat Heavy Electricals Ltd,BHEL,Heavy Electrical Equipments,Mid Cap,26045.83,74.7,21616.05,63.17,1.7,1.28,58.39,0.98,0.53,18.22,-3.81,1.29,1232.71,2.06,446.03,22.12
173,Aditya Birla Fashion and Retail Ltd,ABFRL,Retail,Mid Cap,22338.01,236.0,8239.11,55.47,-3.98,-1.16,-205.46,8.01,0.0,147.0,9.81,0.92,1241.33,-1.32,-108.72,54.8
174,Deepak Nitrite Ltd,DEEPAKNTR,Chemicals,Mid Cap,24947.56,1824.3,6844.8,45.72,37.52,78.2,23.39,7.47,0.38,9.44,47.66,3.05,1648.52,15.58,1066.64,56.23
175,Voltas Ltd,VOLTAS,Home Electronics and Appliances,Mid Cap,30401.69,912.85,8123.64,30.3,9.54,15.24,60.31,5.49,0.6,6.74,8.08,1.45,760.43,6.21,504.09,4.89
176,Oracle Financial Services Software Ltd,OFSS,IT Services and Consulting,Mid Cap,27192.33,3153.2,5355.8,72.99,27.08,219.24,14.4,3.83,6.03,1.17,-3.94,6.72,2633.28,35.27,1888.83,4.69
177,Coromandel International Ltd,COROMANDEL,Chemicals,Mid Cap,26562.67,907.15,19258.86,57.41,26.56,52.09,17.38,4.18,1.33,6.21,10.5,1.87,2297.87,7.94,1528.46,35.03
178,Gland Pharma Ltd,GLAND,Pharmaceuticals,Mid Cap,21170.1,1281.95,4624.65,57.86,18.55,73.91,17.47,2.96,0.0,0.07,0.0,10.05,1734.09,26.2,1211.66,28.55
179,Motherson Sumi Wiring India Ltd,MSUMI,Cables,Mid Cap,22216.07,49.7,5665.0,61.73,45.03,1.86,54.09,19.93,1.21,25.37,0.0,1.65,694.9,7.25,410.7,43.01
180,Aurobindo Pharma Ltd,AUROPHARMA,Pharmaceuticals,Mid Cap,27123.1,459.95,23891.87,51.83,11.39,45.2,10.24,1.1,1.94,11.6,-5.92,2.22,4547.9,11.08,2648.15,-15.89
181,Sundaram Finance Ltd,SUNDARMFIN,Finance,Mid Cap,25664.95,2322.9,5145.67,38.49,11.43,106.49,21.87,2.31,0.86,327.91,6.29,0.35,1517.8,22.8,1173.34,-3.22
182,Phoenix Mills Ltd,PHOENIXLTD,Real Estate,Mid Cap,24858.17,1380.9,1557.92,47.31,3.13,13.55,104.73,2.76,0.17,44.19,17.9,1.87,808.67,15.24,237.36,36.98
183,Vodafone Idea Ltd,IDEA,Telecom,Mid Cap,33832.38,6.9,38849.1,49.92,0.46,-9.28,-1.2,-0.55,0.0,-0.66,-32.75,0.28,16331.5,-72.71,-28245.4,-12.98
184,3M India Ltd,3MINDIA,Education Services,Mid Cap,26264.85,23202.8,3372.96,75.0,13.29,241.42,96.58,12.03,0.0,1.13,2.0,3.2,426.35,8.06,271.96,28.27
185,Sona BLW Precision Forgings Ltd,SONACOMS,Automobiles,Mid Cap,26530.54,455.85,2163.94,53.53,21.42,6.25,73.38,13.26,0.34,7.56,0.0,2.54,592.41,16.71,361.55,37.95
186,Atul Ltd,ATUL,Chemicals,Mid Cap,20680.88,7052.15,5165.05,45.06,14.53,204.02,34.23,4.64,0.36,3.23,21.42,2.69,995.6,11.7,604.26,34.45
187,Sumitomo Chemical India Ltd,SUMICHEM,Chemicals,Mid Cap,22356.74,449.85,3091.39,75.0,24.42,8.49,52.78,11.6,0.22,1.95,0.0,2.47,628.52,13.7,423.55,16.07
188,AIA Engineering Ltd,AIAENG,Machines,Mid Cap,25316.53,2685.2,3722.84,58.47,13.75,65.7,40.85,5.31,0.34,0.21,13.22,12.26,881.89,16.65,619.68,21.91
189,Fertilisers And Chemicals Travancore Ltd,FACT,Chemicals,Small Cap,14788.83,239.05,4542.45,90.0,7532.62,5.46,41.86,78.09,0.0,970.36,39.13,0.99,624.83,7.78,353.28,36.56
190,Delhivery Ltd,DELHIVERY,Logistics,Mid Cap,24825.42,341.05,7038.43,0.0,-22.94,-25.0,-24.56,4.17,0.0,18.49,0.0,2.64,-319.04,-14.36,-1010.99,83.37
191,Metro Brands Ltd,METROBRAND,Footwear,Mid Cap,21924.73,806.95,1401.57,74.21,19.83,7.88,103.62,17.03,0.28,53.78,0.0,3.19,467.81,15.1,211.59,59.53
192,GMR Infrastructure Ltd,GMRINFRA,Construction and Infrastructure,Mid Cap,23298.75,38.7,5029.86,58.9,-63.11,-1.7,-22.77,12.15,0.0,1388.46,15.78,1.03,1764.37,-20.34,-1023.29,25.85
193,Tata Chemicals Ltd,TATACHEM,Chemicals,Mid Cap,25197.94,1007.95,13374.54,37.98,7.33,49.35,20.04,1.32,1.26,36.67,7.57,1.23,2790.65,9.4,1257.62,23.5
194,Coforge Ltd,COFORGE,IT Services and Consulting,Mid Cap,25955.57,4258.4,6483.8,39.99,24.98,108.92,39.23,9.17,1.22,17.29,37.34,1.88,1153.7,10.21,661.7,38.09
195,Kansai Nerolac Paints Ltd,KANSAINER,Chemicals,Mid Cap,22009.48,410.6,7238.92,74.99,8.71,6.66,61.33,5.3,0.55,4.89,-3.4,2.44,674.77,4.96,358.86,24.94
196,Torrent Power Ltd,TORNTPOWER,Power,Mid Cap,24780.6,510.75,14513.44,53.57,4.49,9.45,54.59,2.48,1.75,91.62,13.92,0.85,2526.04,3.13,453.98,17.69
197,Poonawalla Fincorp Ltd,POONAWALLA,Finance,Mid Cap,22174.09,291.6,2042.53,62.05,9.09,7.25,59.11,3.66,0.14,164.63,12.41,0.45,546.23,18.37,375.12,-13.38
198,Syngene International Ltd,SYNGENE,Healthcare,Mid Cap,23035.11,574.9,2657.0,64.86,12.94,9.89,58.2,6.99,0.17,30.98,13.82,1.8,818.2,14.9,395.8,16.34
199,Thermax Limited,THERMAX,Machines,Mid Cap,25076.51,2217.2,6255.47,61.98,9.26,27.73,80.29,7.18,0.4,10.53,12.73,1.26,548.51,4.99,312.31,27.69
200,Max Financial Services Ltd,MFSL,Insurance,Mid Cap,23693.85,689.45,31187.59,11.45,6.26,7.34,93.51,5.28,0.0,11.64,6.85,0.07,393.67,0.81,253.39,-0.32
201,Timken India Ltd,TIMKEN,Machines,Mid Cap,21684.81,2869.2,2217.53,67.8,21.8,43.49,66.29,13.09,0.05,1.91,29.81,2.89,524.97,14.75,327.1,55.06
202,Dixon Technologies Ltd,DIXON,Home Electronics and Appliances,Mid Cap,17579.66,2977.85,10700.89,34.06,21.93,32.26,92.44,17.63,0.07,66.87,33.26,1.15,388.06,1.78,190.17,65.91
203,Zee Entertainment Enterprises Ltd,ZEEL,Media and Entertainment,Mid Cap,18835.79,200.0,8310.7,3.99,9.2,10.04,19.53,1.73,1.53,0.7,-18.48,5.03,1706.5,11.61,964.6,6.0
204,Punjab and Sind Bank,PSB,Public Banks,Mid Cap,17927.25,28.25,8055.19,98.25,9.29,1.92,17.25,1.28,1.17,0.0,-5.76,0.06,1323.77,12.9,1039.05,2.26
205,LIC Housing Finance Ltd,LICHSGFIN,Finance,Mid Cap,19521.74,358.85,20005.31,45.24,10.08,43.34,8.54,0.79,2.4,903.93,-6.68,0.04,2842.44,11.43,2285.65,0.63
206,Relaxo Footwears Ltd,RELAXO,Footwear,Mid Cap,19222.07,769.0,2676.99,71.02,13.96,9.36,82.61,10.92,0.32,9.89,20.12,2.57,441.34,8.69,232.68,12.39
207,Oil India Ltd,OIL,Oil and Gas,Mid Cap,27928.86,256.45,27160.04,56.66,19.39,51.84,4.97,0.84,5.53,50.4,1.92,1.46,11754.82,20.7,5621.63,41.09
208,J K Cement Ltd,JKCEMENT,Cement,Mid Cap,22182.56,2849.9,8133.69,45.83,17.17,88.93,32.28,5.17,0.52,95.91,22.7,1.32,1625.07,8.45,687.12,21.05
209,CRISIL Ltd,CRISIL,Trading,Mid Cap,25451.58,3392.65,2907.76,66.7,32.23,77.31,45.1,16.12,1.37,0.0,11.83,1.79,852.11,19.41,564.39,19.98
210,GlaxoSmithKline Pharmaceuticals Ltd,GLAXO,Pharmaceuticals,Mid Cap,22459.0,1324.75,4700.86,75.0,81.85,100.04,13.25,8.43,6.79,0.75,2.18,2.18,2163.19,36.05,1694.72,49.53
211,SKF India Ltd,SKFINDIA,Machines,Mid Cap,22036.23,4469.65,3700.29,52.58,22.9,79.95,55.79,11.69,0.33,0.85,20.37,2.82,589.97,10.67,394.96,36.69
212,Aarti Industries Ltd,AARTIIND,Chemicals,Mid Cap,19566.16,545.1,7000.76,44.16,27.72,32.09,14.97,3.31,0.65,43.86,13.22,1.4,1929.61,18.67,1307.19,55.34
213,Devyani International Ltd,DEVYANI,Hospitality,Mid Cap,18303.36,152.05,2103.38,62.8,41.08,1.33,117.08,26.86,0.0,184.02,0.0,0.8,473.2,7.43,156.33,65.08
214,LandT Finance Holdings Ltd,LandTFH,Finance,Mid Cap,22217.85,91.35,12523.56,66.15,5.47,4.33,20.76,1.1,0.56,423.48,-9.58,0.43,1525.5,8.54,1070.11,-11.74
215,Rajesh Exports Ltd,RAJESHEXPO,Diamond and Jewellery,Mid Cap,18512.8,628.9,243168.2,54.05,8.53,34.18,18.34,1.49,0.16,6.55,-4.62,1.87,1219.17,0.42,1009.19,-5.86
216,Fortis Healthcare Ltd,FORTIS,Healthcare,Mid Cap,20689.63,276.6,6297.97,31.17,8.09,7.35,37.27,2.95,0.0,17.91,11.42,0.89,1435.48,8.81,555.12,47.75
217,Crompton Greaves Consumer Electricals Ltd,CROMPTON,Home Electronics and Appliances,Mid Cap,19634.38,311.05,5466.76,0.0,22.39,9.17,33.95,6.07,0.81,52.1,5.98,1.03,829.13,10.58,578.38,12.04
218,IPCA Laboratories Ltd,IPCALAB,Pharmaceuticals,Mid Cap,20425.73,801.0,5896.36,46.29,17.19,34.85,23.1,3.67,0.99,14.5,18.48,3.03,1379.34,14.99,884.08,7.54
219,Bata India Ltd,BATAINDIA,Footwear,Mid Cap,17826.77,1405.2,2443.71,50.16,5.77,8.01,173.06,9.82,3.93,60.3,14.2,2.45,481.11,4.22,103.01,35.57
220,New India Assurance Company Ltd,NIACL,Insurance,Mid Cap,16661.28,104.5,35915.52,85.44,0.76,1.18,85.64,0.64,0.3,0.0,-21.72,0.41,264.26,0.54,194.56,8.52
221,Apollo Tyres Limited,APOLLOTYRE,Automobiles,Mid Cap,19938.99,315.85,21071.16,37.34,5.51,10.06,31.22,1.7,1.11,59.44,3.52,1.05,2712.52,3.03,638.61,20.23
222,Bank of Maharashtra Ltd,MAHABANK,Public Banks,Mid Cap,17499.29,27.7,15673.96,90.97,8.75,1.74,15.17,1.24,1.92,0.0,10.72,0.1,1421.77,7.36,1153.43,7.97
223,Vinati Organics Ltd,VINATIORGA,Chemicals,Mid Cap,19111.81,1859.55,1676.42,74.06,20.56,33.72,55.14,10.45,0.35,1.01,35.34,4.64,496.39,20.68,346.62,71.05
224,Sundram Fasteners Ltd,SUNDRMFAST,Trading,Mid Cap,20771.19,998.0,4941.4,48.51,18.29,21.74,45.48,7.88,0.65,29.27,12.47,1.58,840.73,9.24,456.72,34.58
225,Pfizer Ltd,PFIZER,Pharmaceuticals,Mid Cap,17318.49,3782.65,2673.64,63.92,23.3,133.88,28.27,6.05,0.92,1.37,10.63,2.81,898.59,22.91,612.56,15.26
226,Hatsun Agro Product Ltd,HATSUN,FMCG,Mid Cap,19873.6,896.25,6380.17,73.11,20.46,9.92,91.2,17.92,0.65,174.87,10.12,0.55,700.79,3.42,217.92,14.81
227,PB Fintech Ltd,POLICYBZR,Online Services,Mid Cap,25072.5,598.05,1550.28,0.0,-22.5,-29.56,-30.1,4.63,0.0,2.94,0.0,16.51,-776.79,-53.73,-832.91,61.92
228,Laurus Labs Ltd,LAURUSLABS,Pharmaceuticals,Mid Cap,16504.26,311.9,4950.87,27.2,27.77,15.41,19.94,4.91,0.65,52.89,24.01,1.25,1437.73,16.71,827.52,2.35
229,Navin Fluorine International Ltd,NAVINFLUOR,Chemicals,Mid Cap,20735.68,4220.55,1492.58,29.4,15.13,53.12,78.82,11.24,0.26,6.55,39.18,2.65,394.03,17.63,263.07,17.16
230,Piramal Enterprises Ltd,PEL,Finance,Mid Cap,18152.55,782.85,15366.29,43.48,5.34,45.38,9.44,0.49,4.34,151.22,-21.02,1.3,3175.34,12.52,1923.11,12.89
231,Grindwell Norton Ltd,GRINDWELL,Machines,Mid Cap,20048.07,1815.6,2065.85,58.03,20.0,26.7,67.81,12.69,0.66,0.96,28.83,2.86,453.47,14.31,295.64,22.32
232,Endurance Technologies Ltd,ENDURANCE,Automobiles,Mid Cap,17826.91,1260.0,7590.18,75.0,12.31,32.75,38.7,4.55,0.49,10.96,-1.15,1.72,974.22,6.07,460.7,15.39
233,KPIT Technologies Ltd,KPITTECH,Software and IT Services,Mid Cap,22859.99,837.45,2477.4,40.1,21.64,10.17,83.36,17.25,0.37,17.15,0.0,2.14,483.56,11.07,274.24,20.46
234,Sun Tv Network Ltd,SUNTV,Media and Entertainment,Mid Cap,17418.54,439.5,3840.79,75.0,21.58,41.66,10.61,2.13,3.11,1.16,-13.67,7.94,2534.74,42.75,1641.8,10.25
235,Whirlpool of India Ltd,WHIRLPOOL,Home Electronics and Appliances,Mid Cap,16629.09,1320.85,6594.63,75.0,17.81,44.64,29.36,4.75,0.38,3.82,-1.6,2.04,813.72,8.59,566.37,9.76
236,Dr. Lal PathLabs Ltd,LALPATHLAB,Healthcare,Mid Cap,16422.63,1958.75,2139.96,55.05,24.46,41.38,47.62,10.64,0.61,34.49,16.56,1.75,613.28,16.11,344.84,31.08
237,Emami Ltd,EMAMILTD,FMCG,Mid Cap,17054.86,388.65,3287.28,54.27,43.74,18.95,20.33,8.22,2.07,13.57,-6.39,1.17,1027.85,25.52,838.98,11.4
238,Prestige Estates Projects Ltd,PRESTIGE,Real Estate,Mid Cap,16128.67,397.6,7408.1,65.48,12.59,28.69,14.02,1.66,0.37,74.67,3.92,1.23,2535.6,15.52,1150.0,-27.92
239,Kajaria Ceramics Ltd,KAJARIACER,Construction and Infrastructure,Mid Cap,17150.14,1078.45,3732.76,47.49,18.3,23.69,45.49,7.84,1.02,7.54,13.63,2.2,638.26,10.1,376.98,33.21
240,Blue Dart Express Ltd,BLUEDART,Logistics,Small Cap,14991.07,6333.85,4441.28,75.0,52.22,160.88,39.22,17.19,0.95,122.24,8.04,0.85,994.63,8.61,382.21,34.24
241,IIFL Finance Ltd,IIFL,Finance,Mid Cap,16869.72,446.25,7006.28,24.88,20.03,31.32,14.2,2.61,0.79,557.76,-11.11,2.63,1657.69,16.95,1187.9,16.97
242,Tata Teleservices Ltd,TTML,Telecom,Small Cap,12071.68,64.8,1110.72,74.36,0.06,-6.22,-9.94,-0.64,0.0,-1.05,60.15,0.04,484.55,-109.39,-1215.0,4.02
243,Five-Star Business Finance Ltd,FIVESTAR,Finance,Small Cap,15933.36,549.7,1256.17,34.87,15.05,16.61,35.13,4.29,0.0,68.96,0.0,5.8,616.45,36.1,453.54,19.49
244,KPR Mill Ltd,KPRMILL,Textiles,Mid Cap,20066.19,579.6,4920.49,74.78,30.41,24.47,23.84,6.3,0.03,37.19,31.67,2.53,1305.93,17.11,841.84,37.72
245,Fine Organic Industries Ltd,FINEORG,Chemicals,Small Cap,13924.23,4505.8,1909.32,75.0,30.71,84.67,53.64,14.52,0.2,6.1,0.0,3.53,396.54,13.6,259.61,65.98
246,IRB Infrastructure Developers Ltd,IRB,Construction and Infrastructure,Mid Cap,17301.74,29.35,6355.45,34.2,3.71,0.76,47.88,1.38,0.0,132.88,5.54,1.78,3126.44,5.69,361.39,15.82
247,Trident Ltd,TRIDENT,Textiles,Small Cap,15494.48,30.3,7020.84,72.94,23.25,1.64,18.58,4.03,1.18,41.53,33.3,1.27,1535.49,11.88,833.75,54.4
248,Bharat Dynamics Ltd,BDL,Aviation,Mid Cap,17407.14,947.65,2928.61,74.93,17.49,27.28,34.82,5.74,0.87,0.33,0.0,2.11,805.01,17.07,499.92,45.82
249,ZF Commercial Vehicle Control Systems India Ltd,ZFCVINDIA,Automobiles,Mid Cap,19618.08,10285.45,2580.88,75.0,6.91,74.91,138.08,9.28,0.12,0.0,5.37,3.92,290.08,5.51,142.08,35.67
250,Carborundum Universal Ltd,CARBORUNIV,Machines,Mid Cap,18875.99,1010.5,3384.88,41.89,14.37,17.57,56.63,7.68,0.35,9.45,23.98,2.13,596.75,9.85,333.34,25.89
251,Ramco Cements Ltd,RAMCOCEM,Cement,Mid Cap,17143.01,734.3,6031.69,42.3,14.26,37.34,19.45,2.59,0.41,59.61,-0.22,0.61,1318.67,14.61,881.48,13.35
252,Gillette India Ltd,GILLETTE,FMCG,Small Cap,15297.46,4705.2,2263.9,75.0,35.07,88.79,52.87,17.76,1.47,0.01,-6.68,1.43,490.22,12.78,289.33,10.91
253,ICICI Securities Ltd,ISEC,Finance,Small Cap,15284.79,474.65,3438.48,74.85,65.02,42.88,11.06,6.29,5.07,322.79,0.0,0.59,1915.29,40.21,1382.6,32.96
254,Mazagon Dock Shipbuilders Ltd,MAZDOCK,Shipbuilding,Small Cap,14617.48,731.75,6143.55,84.83,16.76,30.29,23.93,3.79,1.2,0.3,0.0,1.05,838.78,9.94,610.84,32.92
